primary_function_no,primary_function_en,primary_topic_no,primary_topic_en,category,url,title,published_date,published_time,paragraph_type,paragraph_id,paragraph_nwords,doc_id,paragraph_uid,year,month
Institusjonelt ansvar / mandat,Institutional accountability / mandate,Annet / administrativt / ikke kodbar,Other / administrative / not codable,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2024/2024-11-07-th/,Norges Bank,2024-11-07,15:00,p,67,46,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_11_07_th_,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_11_07_th__p67,2024,11
Utsikter / fremoverskuende signal,Outlook / forward guidance,Finansiell stabilitet og bank,Financial stability and banking,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2024/2024-11-07-th/,Norges Bank,2024-11-07,15:00,p,68,89,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_11_07_th_,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_11_07_th__p68,2024,11
Politikkforklaring / begrunnelse,Policy explanation / justification,Rente og pengepolitisk linje,Interest rates and monetary stance,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2024/2024-10-24-peterson-institute/,Norges Bank,2024-10-24,19:15,li,5,5,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_10_24_peterson_institute_,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_10_24_peterson_institute__p5,2024,10
Institusjonelt ansvar / mandat,Institutional accountability / mandate,Annet / administrativt / ikke kodbar,Other / administrative / not codable,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2024/2024-10-24-peterson-institute/,Norges Bank,2024-10-24,19:15,p,6,30,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_10_24_peterson_institute_,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_10_24_peterson_institute__p6,2024,10
Utsikter / fremoverskuende signal,Outlook / forward guidance,Valutakurs og eksterne forhold,Exchange rate and external conditions,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2024/2024-10-24-peterson-institute/,Norges Bank,2024-10-24,19:15,p,7,7,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_10_24_peterson_institute_,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_10_24_peterson_institute__p7,2024,10
Utsikter / fremoverskuende signal,Outlook / forward guidance,Rente og pengepolitisk linje,Interest rates and monetary stance,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2024/2024-10-24-peterson-institute/,Norges Bank,2024-10-24,19:15,p,8,39,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_10_24_peterson_institute_,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_10_24_peterson_institute__p8,2024,10
Økonomisk situasjonsbeskrivelse / diagnose,Economic assessment / diagnosis,Inflasjon og priser,Inflation and prices,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2024/2024-10-24-peterson-institute/,Norges Bank,2024-10-24,19:15,p,9,117,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_10_24_peterson_institute_,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_10_24_peterson_institute__p9,2024,10
Utsikter / fremoverskuende signal,Outlook / forward guidance,Rente og pengepolitisk linje,Interest rates and monetary stance,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2024/2024-10-24-peterson-institute/,Norges Bank,2024-10-24,19:15,p,10,12,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_10_24_peterson_institute_,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_10_24_peterson_institute__p10,2024,10
Utsikter / fremoverskuende signal,Outlook / forward guidance,Rente og pengepolitisk linje,Interest rates and monetary stance,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2024/2024-10-24-peterson-institute/,Norges Bank,2024-10-24,19:15,p,11,58,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_10_24_peterson_institute_,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_10_24_peterson_institute__p11,2024,10
Politikkforklaring / begrunnelse,Policy explanation / justification,Rente og pengepolitisk linje,Interest rates and monetary stance,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2024/2024-10-24-peterson-institute/,Norges Bank,2024-10-24,19:15,p,12,63,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_10_24_peterson_institute_,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_10_24_peterson_institute__p12,2024,10
Politikkforklaring / begrunnelse,Policy explanation / justification,Rente og pengepolitisk linje,Interest rates and monetary stance,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2024/2024-10-24-peterson-institute/,Norges Bank,2024-10-24,19:15,p,13,62,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_10_24_peterson_institute_,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_10_24_peterson_institute__p13,2024,10
Politikkforklaring / begrunnelse,Policy explanation / justification,Økonomisk aktivitet og arbeidsmarked,Economic activity and labor market,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2024/2024-10-24-peterson-institute/,Norges Bank,2024-10-24,19:15,p,14,11,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_10_24_peterson_institute_,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_10_24_peterson_institute__p14,2024,10
Utsikter / fremoverskuende signal,Outlook / forward guidance,Rente og pengepolitisk linje,Interest rates and monetary stance,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2024/2024-10-24-peterson-institute/,Norges Bank,2024-10-24,19:15,p,15,39,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_10_24_peterson_institute_,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_10_24_peterson_institute__p15,2024,10
Politikkforklaring / begrunnelse,Policy explanation / justification,Finansiell stabilitet og bank,Financial stability and banking,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2024/2024-10-24-peterson-institute/,Norges Bank,2024-10-24,19:15,p,16,87,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_10_24_peterson_institute_,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_10_24_peterson_institute__p16,2024,10
Politikkforklaring / begrunnelse,Policy explanation / justification,Rente og pengepolitisk linje,Interest rates and monetary stance,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2024/2024-10-24-peterson-institute/,Norges Bank,2024-10-24,19:15,p,17,89,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_10_24_peterson_institute_,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_10_24_peterson_institute__p17,2024,10
Utsikter / fremoverskuende signal,Outlook / forward guidance,Rente og pengepolitisk linje,Interest rates and monetary stance,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2024/2024-10-24-peterson-institute/,Norges Bank,2024-10-24,19:15,p,18,11,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_10_24_peterson_institute_,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_10_24_peterson_institute__p18,2024,10
Økonomisk situasjonsbeskrivelse / diagnose,Economic assessment / diagnosis,Rente og pengepolitisk linje,Interest rates and monetary stance,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2024/2024-10-24-peterson-institute/,Norges Bank,2024-10-24,19:15,p,19,163,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_10_24_peterson_institute_,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_10_24_peterson_institute__p19,2024,10
Økonomisk situasjonsbeskrivelse / diagnose,Economic assessment / diagnosis,Finansiell stabilitet og bank,Financial stability and banking,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2024/2024-10-24-peterson-institute/,Norges Bank,2024-10-24,19:15,p,20,9,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_10_24_peterson_institute_,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_10_24_peterson_institute__p20,2024,10
Økonomisk situasjonsbeskrivelse / diagnose,Economic assessment / diagnosis,Økonomisk aktivitet og arbeidsmarked,Economic activity and labor market,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2024/2024-10-24-peterson-institute/,Norges Bank,2024-10-24,19:15,p,21,110,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_10_24_peterson_institute_,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_10_24_peterson_institute__p21,2024,10
Politikkforklaring / begrunnelse,Policy explanation / justification,Rente og pengepolitisk linje,Interest rates and monetary stance,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2024/2024-10-24-peterson-institute/,Norges Bank,2024-10-24,19:15,p,22,209,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_10_24_peterson_institute_,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_10_24_peterson_institute__p22,2024,10
Utsikter / fremoverskuende signal,Outlook / forward guidance,Valutakurs og eksterne forhold,Exchange rate and external conditions,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2024/2024-10-24-peterson-institute/,Norges Bank,2024-10-24,19:15,p,23,6,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_10_24_peterson_institute_,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_10_24_peterson_institute__p23,2024,10
Utsikter / fremoverskuende signal,Outlook / forward guidance,Valutakurs og eksterne forhold,Exchange rate and external conditions,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2024/2024-10-24-peterson-institute/,Norges Bank,2024-10-24,19:15,p,24,50,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_10_24_peterson_institute_,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_10_24_peterson_institute__p24,2024,10
Økonomisk situasjonsbeskrivelse / diagnose,Economic assessment / diagnosis,Valutakurs og eksterne forhold,Exchange rate and external conditions,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2024/2024-10-24-peterson-institute/,Norges Bank,2024-10-24,19:15,p,25,48,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_10_24_peterson_institute_,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_10_24_peterson_institute__p25,2024,10
Økonomisk situasjonsbeskrivelse / diagnose,Economic assessment / diagnosis,Valutakurs og eksterne forhold,Exchange rate and external conditions,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2024/2024-10-24-peterson-institute/,Norges Bank,2024-10-24,19:15,p,26,63,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_10_24_peterson_institute_,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_10_24_peterson_institute__p26,2024,10
Risiko / usikkerhet,Risk / uncertainty,Valutakurs og eksterne forhold,Exchange rate and external conditions,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2024/2024-10-24-peterson-institute/,Norges Bank,2024-10-24,19:15,p,27,65,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_10_24_peterson_institute_,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_10_24_peterson_institute__p27,2024,10
Utsikter / fremoverskuende signal,Outlook / forward guidance,Rente og pengepolitisk linje,Interest rates and monetary stance,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2024/2024-10-24-peterson-institute/,Norges Bank,2024-10-24,19:15,p,28,11,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_10_24_peterson_institute_,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_10_24_peterson_institute__p28,2024,10
Politikkforklaring / begrunnelse,Policy explanation / justification,Valutakurs og eksterne forhold,Exchange rate and external conditions,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2024/2024-10-24-peterson-institute/,Norges Bank,2024-10-24,19:15,p,29,82,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_10_24_peterson_institute_,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_10_24_peterson_institute__p29,2024,10
Utsikter / fremoverskuende signal,Outlook / forward guidance,Inflasjon og priser,Inflation and prices,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2024/2024-10-24-peterson-institute/,Norges Bank,2024-10-24,19:15,p,30,8,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_10_24_peterson_institute_,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_10_24_peterson_institute__p30,2024,10
Politikkforklaring / begrunnelse,Policy explanation / justification,Inflasjon og priser,Inflation and prices,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2024/2024-10-24-peterson-institute/,Norges Bank,2024-10-24,19:15,p,31,156,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_10_24_peterson_institute_,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_10_24_peterson_institute__p31,2024,10
Politikkforklaring / begrunnelse,Policy explanation / justification,Valutakurs og eksterne forhold,Exchange rate and external conditions,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2024/2024-10-24-peterson-institute/,Norges Bank,2024-10-24,19:15,p,32,70,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_10_24_peterson_institute_,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_10_24_peterson_institute__p32,2024,10
Utsikter / fremoverskuende signal,Outlook / forward guidance,Økonomisk aktivitet og arbeidsmarked,Economic activity and labor market,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2024/2024-10-24-peterson-institute/,Norges Bank,2024-10-24,19:15,p,33,8,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_10_24_peterson_institute_,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_10_24_peterson_institute__p33,2024,10
Utsikter / fremoverskuende signal,Outlook / forward guidance,Rente og pengepolitisk linje,Interest rates and monetary stance,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2024/2024-10-24-peterson-institute/,Norges Bank,2024-10-24,19:15,p,34,76,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_10_24_peterson_institute_,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_10_24_peterson_institute__p34,2024,10
Utsikter / fremoverskuende signal,Outlook / forward guidance,Økonomisk aktivitet og arbeidsmarked,Economic activity and labor market,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2024/2024-10-24-peterson-institute/,Norges Bank,2024-10-24,19:15,p,35,65,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_10_24_peterson_institute_,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_10_24_peterson_institute__p35,2024,10
Politikkforklaring / begrunnelse,Policy explanation / justification,Økonomisk aktivitet og arbeidsmarked,Economic activity and labor market,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2024/2024-10-24-peterson-institute/,Norges Bank,2024-10-24,19:15,p,36,61,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_10_24_peterson_institute_,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_10_24_peterson_institute__p36,2024,10
Annet / administrativt / ikke kodbar,Other / administrative / not codable,Finansiell stabilitet og bank,Financial stability and banking,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2024/2024-10-24-peterson-institute/,Norges Bank,2024-10-24,19:15,p,38,23,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_10_24_peterson_institute_,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_10_24_peterson_institute__p38,2024,10
Institusjonelt ansvar / mandat,Institutional accountability / mandate,Valutakurs og eksterne forhold,Exchange rate and external conditions,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2024/2024-10-24-peterson-institute/,Norges Bank,2024-10-24,19:15,p,39,34,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_10_24_peterson_institute_,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_10_24_peterson_institute__p39,2024,10
